Id,fid,ContPop,pob
120268,950,UAE,dubai
HGDP00745,951,MiddleEast,
13028,952,UAE,abu_dhabi
120267,953,UAE,abu_dhabi
HGDP00019,954,CentralSouthAsia,
13042,955,UAE,abu_dhabi
120272,956,UAE,abu_dhabi
HGDP00043,957,CentralSouthAsia,
13055,958,UAE,rak
120273,959,UAE,um_alquwain
HGDP00066,960,CentralSouthAsia,
12960,961,UAE,rak
120274,962,UAE,abu_dhabi
HGDP00090,963,CentralSouthAsia,
12974,964,UAE,al_ain
120275,965,UAE,al_ain
HGDP00108,966,CentralSouthAsia,
12988,967,UAE,abu_dhabi
120276,968,UAE,iran
HGDP00120,969,CentralSouthAsia,
13000,970,UAE,egypt
120277,971,UAE,al_ain
HGDP00133,972,CentralSouthAsia,
13014,973,UAE,abu_dhabi
120278,974,UAE,dubai
HGDP00148,975,CentralSouthAsia,
13029,976,UAE,rak
120279,977,UAE,abu_dhabi
HGDP00165,978,CentralSouthAsia,
13043,979,UAE,dubai
120280,980,UAE,rak
HGDP00189,981,CentralSouthAsia,
13056,982,UAE,rak
120281,983,UAE,dubai
HGDP00213,984,CentralSouthAsia,
12961,985,UAE,um_alquwain
120283,986,UAE,sharjah
HGDP00237,987,CentralSouthAsia,
12975,988,UAE,india
120284,989,UAE,sharjah
HGDP00264,990,CentralSouthAsia,
12989,991,UAE,oman
120287,992,UAE,sharjah
HGDP00292,993,CentralSouthAsia,
13001,994,UAE,rak
120298,995,UAE,rak
HGDP00323,996,CentralSouthAsia,
13015,997,UAE,abu_dhabi
120299,998,UAE,sharjah
HGDP00359,999,CentralSouthAsia,
13030,1000,UAE,india
120451,1001,UAE,al_ain
HGDP00417,1002,CentralSouthAsia,
13045,1003,UAE,abu_dhabi
120453,1004,UAE,abu_dhabi
HGDP01021,1005,EastAsia,
13057,1006,UAE,egypt
120457,1007,UAE,
HGDP00778,1008,EastAsia,
12962,1009,UAE,saudi_arabia
120519,1010,UAE,
HGDP00821,1011,EastAsia,
12976,1012,UAE,abu_dhabi
120468,1013,UAE,rak
HGDP01292,1014,EastAsia,
12990,1015,UAE,rak
120471,1016,UAE,dubai
HGDP00723,1017,MiddleEast,
13003,1018,UAE,abu_dhabi
120472,1019,UAE,abu_dhabi
HGDP00734,1020,MiddleEast,
13016,1021,UAE,rak
120477,1022,UAE,al_ain
HGDP00746,1023,MiddleEast,
13031,1024,UAE,al_fujairah
120478,1025,UAE,abu_dhabi
HGDP00021,1026,CentralSouthAsia,
13046,1027,UAE,al_ain
120481,1028,UAE,dubai
HGDP00045,1029,CentralSouthAsia,
13060,1030,UAE,sharjah
120486,1031,UAE,dubai
HGDP00068,1032,CentralSouthAsia,
12964,1033,UAE,egypt
120499,1034,UAE,abu_dhabi
HGDP00092,1035,CentralSouthAsia,
12977,1036,UAE,sharjah
120506,1037,UAE,rak
HGDP00109,1038,CentralSouthAsia,
12991,1039,UAE,abu_dhabi
120520,1040,UAE,
HGDP00121,1041,CentralSouthAsia,
13004,1042,UAE,rak
120522,1043,UAE,
HGDP00134,1044,CentralSouthAsia,
13017,1045,UAE,abu_dhabi
120523,1046,UAE,
HGDP00149,1047,CentralSouthAsia,
13032,1048,UAE,iran
120525,1049,UAE,
HGDP00167,1050,CentralSouthAsia,
13047,1051,UAE,rak
120529,1052,UAE,
HGDP00191,1053,CentralSouthAsia,
13059,1054,UAE,yemen
120530,1055,UAE,
HGDP00214,1056,CentralSouthAsia,
12965,1057,UAE,india
120532,1058,UAE,
HGDP00239,1059,CentralSouthAsia,
12978,1060,UAE,rak
120533,1061,UAE,
HGDP00009,1062,CentralSouthAsia,
12992,1063,UAE,saudi_arabia
120534,1064,UAE,
HGDP00298,1065,CentralSouthAsia,
13005,1066,UAE,yemen
120535,1067,UAE,
HGDP00326,1068,CentralSouthAsia,
13020,1069,UAE,egypt
120536,1070,UAE,
HGDP00364,1071,CentralSouthAsia,
13033,1072,UAE,dubai
120537,1073,UAE,
HGDP00423,1074,CentralSouthAsia,
13048,1075,UAE,yemen
120538,1076,UAE,abu_dhabi
HGDP00775,1077,EastAsia,
13062,1078,UAE,al_fujairah
120539,1079,UAE,dubai
HGDP00780,1080,EastAsia,
12966,1081,UAE,india
120540,1082,UAE,abu_dhabi
HGDP00822,1083,EastAsia,
12980,1084,UAE,rak
120541,1085,UAE,yemen
HGDP01293,1086,EastAsia,
10817,1087,UAE,
12993,1088,UAE,india
HGDP00724,1089,MiddleEast,
10803,1090,UAE,
13007,1091,UAE,yemen
HGDP00735,1092,MiddleEast,
10004,1093,UAE,
13022,1094,UAE,abu_dhabi
HGDP00047,1095,CentralSouthAsia,
10154,1096,UAE,al_fujairah
13044,1097,UAE,yemen
HGDP00070,1098,CentralSouthAsia,
10173,1099,UAE,abu_dhabi
13049,1100,UAE,abu_dhabi
HGDP00094,1101,CentralSouthAsia,
10174,1102,UAE,rak
13063,1103,UAE,palestine
HGDP00110,1104,CentralSouthAsia,
10181,1105,UAE,rak
12967,1106,UAE,abu_dhabi
HGDP00740,1107,MiddleEast,
10189,1108,UAE,yemen
12982,1109,UAE,al_ain
HGDP00122,1110,CentralSouthAsia,
10202,1111,UAE,abu_dhabi
12994,1112,UAE,rak
HGDP00135,1113,CentralSouthAsia,
10203,1114,UAE,al_ain
13008,1115,UAE,abu_dhabi
HGDP00150,1116,CentralSouthAsia,
10205,1117,UAE,sharjah
13023,1118,UAE,sharjah
HGDP00169,1119,CentralSouthAsia,
10216,1120,UAE,abu_dhabi
13036,1121,UAE,sharjah
HGDP00192,1122,CentralSouthAsia,
13050,1123,UAE,rak
120282,1124,UAE,al_ain
HGDP00216,1125,CentralSouthAsia,
13064,1126,UAE,abu_dhabi
120322,1127,UAE,abu_dhabi
HGDP00241,1128,CentralSouthAsia,
12968,1129,UAE,rak
120390,1130,UAE,rak
HGDP00267,1131,CentralSouthAsia,
10406,1132,UAE,sharjah
12983,1133,UAE,sharjah
HGDP00302,1134,CentralSouthAsia,
10348,1135,UAE,yemen
12995,1136,UAE,abu_dhabi
HGDP00328,1137,CentralSouthAsia,
13009,1138,UAE,abu_dhabi
120290,1139,UAE,al_ain
HGDP00371,1140,CentralSouthAsia,
10339,1141,UAE,oman
13024,1142,UAE,india
HGDP00428,1143,CentralSouthAsia,
10333,1144,UAE,sharjah
13038,1145,UAE,abu_dhabi
HGDP00779,1146,EastAsia,
13051,1147,UAE,abu_dhabi
120292,1148,UAE,al_ain
HGDP00781,1149,EastAsia,
10306,1150,UAE,yemen
13065,1151,UAE,rak
HGDP00972,1152,EastAsia,
10407,1153,UAE,abu_dhabi
13066,1154,UAE,abu_dhabi
HGDP01294,1155,EastAsia,
10410,1156,UAE,rak
13081,1157,UAE,rak
HGDP01201,1158,Subsahara,
10413,1159,UAE,abu_dhabi
13094,1160,UAE,abu_dhabi
HGDP01101,1161,EastAsia,
10425,1162,UAE,dubai
13106,1163,UAE,abu_dhabi
HGDP01186,1164,EastAsia,
10427,1165,UAE,yemen
13120,1166,UAE,al_ain
HGDP01198,1167,EastAsia,
10429,1168,UAE,abu_dhabi
13129,1169,UAE,yemen
HGDP01213,1170,EastAsia,
10454,1171,UAE,dubai
13150,1172,UAE,india
HGDP01225,1173,EastAsia,
10488,1174,UAE,abu_dhabi
13169,1175,UAE,dubai
HGDP01237,1176,EastAsia,
10493,1177,UAE,sharjah
13107,1178,UAE,yemen
HGDP01249,1179,EastAsia,
10651,1180,UAE,abu_dhabi
13082,1181,UAE,abu_dhabi
HGDP01305,1182,CentralSouthAsia,
10672,1183,UAE,
13095,1184,UAE,al_ain
HGDP01102,1185,EastAsia,
10675,1186,UAE,oman
13108,1187,UAE,dubai
HGDP01187,1188,EastAsia,
10702,1189,UAE,yemen
13121,1190,UAE,sharjah
HGDP01214,1191,EastAsia,
13135,1192,UAE,abu_dhabi
120396,1193,UAE,
HGDP01226,1194,EastAsia,
10705,1195,UAE,
13151,1196,UAE,abu_dhabi
HGDP01238,1197,EastAsia,
13170,1198,UAE,egypt
120398,1199,UAE,
HGDP01250,1200,EastAsia,
10707,1201,UAE,sharjah
13068,1202,UAE,al_ain
HGDP01306,1203,CentralSouthAsia,
10708,1204,UAE,abu_dhabi
13083,1205,UAE,abu_dhabi
HGDP00102,1206,CentralSouthAsia,
10711,1207,UAE,abu_dhabi
13096,1208,UAE,rak
HGDP01100,1209,EastAsia,
13115,1210,UAE,yemen
120399,1211,UAE,dubai
HGDP01185,1212,EastAsia,
13122,1213,UAE,sharjah
120400,1214,UAE,dubai
HGDP01197,1215,EastAsia,
10733,1216,UAE,sharjah
13136,1217,UAE,india
HGDP01212,1218,EastAsia,
10737,1219,UAE,abu_dhabi
13152,1220,UAE,abu_dhabi
HGDP01224,1221,EastAsia,
10739,1222,UAE,abu_dhabi
13171,1223,UAE,qatar
HGDP01236,1224,EastAsia,
10742,1225,UAE,abu_dhabi
13069,1226,UAE,rak
HGDP01248,1227,EastAsia,
10743,1228,UAE,abu_dhabi
13084,1229,UAE,rak
HGDP01304,1230,CentralSouthAsia,
10745,1231,UAE,abu_dhabi
13097,1232,UAE,iraq
HGDP00726,1233,MiddleEast,
10748,1234,UAE,indonesia
13110,1235,UAE,iran
HGDP00737,1236,MiddleEast,
10758,1237,UAE,al_fujairah
13123,1238,UAE,abu_dhabi
HGDP00003,1239,CentralSouthAsia,
10772,1240,UAE,rak
13137,1241,UAE,rak
HGDP00027,1242,CentralSouthAsia,
10785,1243,UAE,abu_dhabi
13154,1244,UAE,abu_dhabi
HGDP00052,1245,CentralSouthAsia,
10800,1246,UAE,sharjah
13172,1247,UAE,abu_dhabi
HGDP00074,1248,CentralSouthAsia,
